ID,up__Travel_ID,up__Pos,booked_ID,Price,Currency_code
889C7221A8E4645C17002DF03754AB66,116,2,BV-0004,3.5,EUR
909C7221A8E4645C17002DF03754AB66,117,4,BV-0007,3.5,EUR
949C7221A8E4645C17002DF03754AB66,117,8,BV-0006,3.5,EUR
A29C7221A8E4645C17002DF03754AB66,121,1,BV-0003,3.5,EUR
ED9C7221A8E4645C17002DF03754AB66,126,10,BV-0005,3.5,EUR
EE9C7221A8E4645C17002DF03754AB66,126,11,BV-0005,3.5,EUR
0A9D7221A8E4645C17002DF03754AB66,128,11,BV-0006,3.5,EUR
1C9D7221A8E4645C17002DF03754AB66,129,3,BV-0004,3.5,EUR
2B9D7221A8E4645C17002DF03754AB66,130,10,BV-0006,3.5,EUR
4E9D7221A8E4645C17002DF03754AB66,135,1,BV-0006,3.5,EUR
5B9D7221A8E4645C17002DF03754AB66,135,11,BV-0007,3.5,EUR
5F9D7221A8E4645C17002DF03754AB66,136,2,BV-0005,3.5,EUR
649D7221A8E4645C17002DF03754AB66,137,4,BV-0003,3.5,EUR
6C9D7221A8E4645C17002DF03754AB66,139,2,BV-0004,3.5,EUR
739D7221A8E4645C17002DF03754AB66,139,6,BV-0008,3.5,EUR
7E9D7221A8E4645C17002DF03754AB66,140,1,BV-0006,3.5,EUR
989D7221A8E4645C17002DF03754AB66,144,3,BV-0004,3.5,EUR
C69D7221A8E4645C17002DF03754AB66,148,2,BV-0008,3.5,EUR
E59D7221A8E4645C17002DF03754AB66,153,1,BV-0008,3.5,EUR
E89D7221A8E4645C17002DF03754AB66,153,4,BV-0005,3.5,EUR
F49D7221A8E4645C17002DF03754AB66,154,6,BV-0007,3.5,EUR
F69D7221A8E4645C17002DF03754AB66,155,2,BV-0008,3.5,EUR
199E7221A8E4645C17002DF03754AB66,157,3,BV-0005,3.5,EUR
429E7221A8E4645C17002DF03754AB66,159,5,BV-0004,3.5,EUR
439E7221A8E4645C17002DF03754AB66,159,7,BV-0003,3.5,EUR
4D9E7221A8E4645C17002DF03754AB66,159,14,BV-0008,3.5,EUR
619E7221A8E4645C17002DF03754AB66,162,5,BV-0006,3.5,EUR
7A9E7221A8E4645C17002DF03754AB66,164,7,BV-0004,3.5,EUR
7D9E7221A8E4645C17002DF03754AB66,164,9,BV-0008,3.5,EUR
849E7221A8E4645C17002DF03754AB66,167,1,BV-0006,3.5,EUR
8B9E7221A8E4645C17002DF03754AB66,167,3,BV-0004,3.5,EUR
909E7221A8E4645C17002DF03754AB66,167,6,BV-0005,3.5,EUR
9D9E7221A8E4645C17002DF03754AB66,167,12,BV-0007,3.5,EUR
A09E7221A8E4645C17002DF03754AB66,168,1,BV-0003,3.5,EUR
B29E7221A8E4645C17002DF03754AB66,168,8,BV-0004,3.5,EUR
C09E7221A8E4645C17002DF03754AB66,171,1,BV-0005,3.5,EUR
C39E7221A8E4645C17002DF03754AB66,171,2,BV-0006,3.5,EUR
C79E7221A8E4645C17002DF03754AB66,171,4,ML-0017,11,EUR
CE9E7221A8E4645C17002DF03754AB66,172,3,BV-0004,3.5,EUR
D69E7221A8E4645C17002DF03754AB66,172,7,BV-0007,3.5,EUR
DE9E7221A8E4645C17002DF03754AB66,173,2,ML-0017,11,EUR
EF9E7221A8E4645C17002DF03754AB66,174,8,BV-0005,3.5,EUR
FD9E7221A8E4645C17002DF03754AB66,176,1,BV-0007,3.5,EUR
119F7221A8E4645C17002DF03754AB66,179,1,BV-0005,3.5,EUR
179F7221A8E4645C17002DF03754AB66,179,4,BV-0005,3.5,EUR
1E9F7221A8E4645C17002DF03754AB66,179,8,BV-0003,3.5,EUR
2C9F7221A8E4645C17002DF03754AB66,181,5,BV-0007,3.5,EUR
579F7221A8E4645C17002DF03754AB66,186,4,BV-0003,3.5,EUR
709F7221A8E4645C17002DF03754AB66,189,3,BV-0007,3.5,EUR
7B9F7221A8E4645C17002DF03754AB66,190,3,BV-0007,3.5,EUR
979F7221A8E4645C17002DF03754AB66,194,1,BV-0005,3.5,EUR
9A9F7221A8E4645C17002DF03754AB66,194,2,BV-0005,3.5,EUR
A29F7221A8E4645C17002DF03754AB66,194,6,BV-0004,3.5,EUR
B79F7221A8E4645C17002DF03754AB66,197,4,BV-0008,3.5,EUR
C79F7221A8E4645C17002DF03754AB66,198,4,BV-0006,3.5,EUR
C89F7221A8E4645C17002DF03754AB66,199,1,BV-0004,3.5,EUR
D69F7221A8E4645C17002DF03754AB66,202,1,BV-0005,3.5,EUR
DD9F7221A8E4645C17002DF03754AB66,202,4,BV-0006,3.5,EUR
F99F7221A8E4645C17002DF03754AB66,205,3,BV-0003,3.5,EUR
05A07221A8E4645C17002DF03754AB66,206,3,BV-0005,3.5,EUR
0CA07221A8E4645C17002DF03754AB66,207,3,BV-0004,3.5,EUR
11A07221A8E4645C17002DF03754AB66,207,9,BV-0006,3.5,EUR
15A07221A8E4645C17002DF03754AB66,209,1,BV-0007,3.5,EUR
1AA07221A8E4645C17002DF03754AB66,209,2,BV-0006,3.5,EUR
22A07221A8E4645C17002DF03754AB66,210,3,BV-0006,3.5,EUR
33A07221A8E4645C17002DF03754AB66,212,1,BV-0004,3.5,EUR
49A07221A8E4645C17002DF03754AB66,215,3,BV-0004,3.5,EUR
55A07221A8E4645C17002DF03754AB66,219,1,BV-0008,3.5,EUR
59A07221A8E4645C17002DF03754AB66,220,2,BV-0008,3.5,EUR
5CA07221A8E4645C17002DF03754AB66,221,1,BV-0005,3.5,EUR
6AA07221A8E4645C17002DF03754AB66,226,2,BV-0003,3.5,EUR
80A07221A8E4645C17002DF03754AB66,235,2,BV-0006,3.5,EUR
8EA07221A8E4645C17002DF03754AB66,239,1,BV-0003,3.5,EUR
96A07221A8E4645C17002DF03754AB66,240,1,ML-0017,11,EUR
9FA07221A8E4645C17002DF03754AB66,243,1,BV-0005,3.5,EUR
A0A07221A8E4645C17002DF03754AB66,243,2,BV-0007,3.5,EUR
A5A07221A8E4645C17002DF03754AB66,244,1,BV-0008,3.5,EUR
ACA07221A8E4645C17002DF03754AB66,246,2,BV-0006,3.5,EUR
AFA07221A8E4645C17002DF03754AB66,246,3,BV-0008,3.5,EUR
B3A07221A8E4645C17002DF03754AB66,247,1,ML-0017,11,EUR
BCA07221A8E4645C17002DF03754AB66,251,2,BV-0006,3.5,EUR
BDA07221A8E4645C17002DF03754AB66,252,1,BV-0006,3.5,EUR
C0A07221A8E4645C17002DF03754AB66,252,2,BV-0006,3.5,EUR
CCA07221A8E4645C17002DF03754AB66,256,1,BV-0004,3.5,EUR
D0A07221A8E4645C17002DF03754AB66,258,2,BV-0007,3.5,EUR
35A17221A8E4645C17002DF03754AB66,281,2,BV-0005,3.5,EUR
36A17221A8E4645C17002DF03754AB66,282,1,BV-0006,3.5,EUR
3BA17221A8E4645C17002DF03754AB66,283,1,BV-0003,3.5,EUR
54A17221A8E4645C17002DF03754AB66,286,2,BV-0005,3.5,EUR
5CA17221A8E4645C17002DF03754AB66,288,1,BV-0004,3.5,EUR
69A17221A8E4645C17002DF03754AB66,291,1,BV-0005,3.5,EUR
81A17221A8E4645C17002DF03754AB66,298,3,BV-0007,3.5,EUR
84A17221A8E4645C17002DF03754AB66,298,4,BV-0004,3.5,EUR
87A17221A8E4645C17002DF03754AB66,298,5,BV-0003,3.5,EUR
88A17221A8E4645C17002DF03754AB66,299,1,BV-0007,3.5,EUR
89A17221A8E4645C17002DF03754AB66,299,2,BV-0006,3.5,EUR
B7A17221A8E4645C17002DF03754AB66,307,2,BV-0004,3.5,EUR
D0A17221A8E4645C17002DF03754AB66,311,1,BV-0006,3.5,EUR
E2A17221A8E4645C17002DF03754AB66,313,3,BV-0007,3.5,EUR
F9A17221A8E4645C17002DF03754AB66,317,1,BV-0006,3.5,EUR
FDA17221A8E4645C17002DF03754AB66,318,2,BV-0005,3.5,EUR
07A27221A8E4645C17002DF03754AB66,321,1,BV-0003,3.5,EUR
1FA27221A8E4645C17002DF03754AB66,323,1,BV-0003,3.5,EUR
3CA27221A8E4645C17002DF03754AB66,329,2,BV-0007,3.5,EUR
54A27221A8E4645C17002DF03754AB66,331,2,BV-0008,3.5,EUR
7DA27221A8E4645C17002DF03754AB66,339,1,BV-0003,3.5,EUR
8DA27221A8E4645C17002DF03754AB66,341,1,BV-0007,3.5,EUR
91A27221A8E4645C17002DF03754AB66,341,3,BV-0007,3.5,EUR
98A27221A8E4645C17002DF03754AB66,342,3,BV-0007,3.5,EUR
A8A27221A8E4645C17002DF03754AB66,344,4,BV-0003,3.5,EUR
CFA27221A8E4645C17002DF03754AB66,353,2,BV-0006,3.5,EUR
E4A27221A8E4645C17002DF03754AB66,359,2,BV-0005,3.5,EUR
E6A27221A8E4645C17002DF03754AB66,360,1,BV-0006,3.5,EUR
EBA27221A8E4645C17002DF03754AB66,361,3,BV-0003,3.5,EUR
EEA27221A8E4645C17002DF03754AB66,362,2,BV-0005,3.5,EUR
F7A27221A8E4645C17002DF03754AB66,362,6,BV-0004,3.5,EUR
02A37221A8E4645C17002DF03754AB66,364,1,BV-0006,3.5,EUR
04A37221A8E4645C17002DF03754AB66,364,2,BV-0008,3.5,EUR
08A37221A8E4645C17002DF03754AB66,364,4,BV-0007,3.5,EUR
2AA37221A8E4645C17002DF03754AB66,368,5,BV-0007,3.5,EUR
5FA37221A8E4645C17002DF03754AB66,376,4,BV-0004,3.5,EUR
64A37221A8E4645C17002DF03754AB66,377,3,BV-0006,3.5,EUR
6AA37221A8E4645C17002DF03754AB66,378,1,BV-0008,3.5,EUR
86A37221A8E4645C17002DF03754AB66,380,2,BV-0008,3.5,EUR
C2A37221A8E4645C17002DF03754AB66,388,2,BV-0005,3.5,EUR
C5A37221A8E4645C17002DF03754AB66,388,3,BV-0006,3.5,EUR
E5A37221A8E4645C17002DF03754AB66,392,6,BV-0007,3.5,EUR
E7A37221A8E4645C17002DF03754AB66,393,2,BV-0003,3.5,EUR
EBA37221A8E4645C17002DF03754AB66,394,1,BV-0008,3.5,EUR
F7A37221A8E4645C17002DF03754AB66,396,1,BV-0008,3.5,EUR
0DA47221A8E4645C17002DF03754AB66,398,1,BV-0004,3.5,EUR
2AA47221A8E4645C17002DF03754AB66,402,1,BV-0003,3.5,EUR
45A47221A8E4645C17002DF03754AB66,408,4,BV-0008,3.5,EUR
5AA47221A8E4645C17002DF03754AB66,414,1,ML-0017,11,EUR
65A47221A8E4645C17002DF03754AB66,415,4,BV-0006,3.5,EUR
77A47221A8E4645C17002DF03754AB66,418,2,BV-0004,3.5,EUR
87A47221A8E4645C17002DF03754AB66,421,3,BV-0003,3.5,EUR
89A47221A8E4645C17002DF03754AB66,421,4,BV-0003,3.5,EUR
99A47221A8E4645C17002DF03754AB66,424,4,BV-0005,3.5,EUR
9DA47221A8E4645C17002DF03754AB66,425,4,BV-0006,3.5,EUR
B3A47221A8E4645C17002DF03754AB66,430,1,BV-0005,3.5,EUR
BBA47221A8E4645C17002DF03754AB66,432,1,BV-0004,3.5,EUR
C4A47221A8E4645C17002DF03754AB66,433,1,BV-0008,3.5,EUR
E1A47221A8E4645C17002DF03754AB66,438,3,BV-0006,3.5,EUR
F1A47221A8E4645C17002DF03754AB66,439,5,BV-0007,3.5,EUR
F5A47221A8E4645C17002DF03754AB66,440,1,BV-0005,3.5,EUR
04A57221A8E4645C17002DF03754AB66,442,3,BV-0006,3.5,EUR
16A57221A8E4645C17002DF03754AB66,447,1,BV-0006,3.5,EUR
1BA57221A8E4645C17002DF03754AB66,449,1,BV-0007,3.5,EUR
74A57221A8E4645C17002DF03754AB66,464,1,BV-0006,3.5,EUR
79A57221A8E4645C17002DF03754AB66,465,1,BV-0003,3.5,EUR
80A57221A8E4645C17002DF03754AB66,466,2,BV-0005,3.5,EUR
83A57221A8E4645C17002DF03754AB66,467,1,BV-0008,3.5,EUR
94A57221A8E4645C17002DF03754AB66,472,3,BV-0005,3.5,EUR
ADA57221A8E4645C17002DF03754AB66,474,4,BV-0006,3.5,EUR
B3A57221A8E4645C17002DF03754AB66,476,1,BV-0005,3.5,EUR
BEA57221A8E4645C17002DF03754AB66,478,1,BV-0004,3.5,EUR
D5A57221A8E4645C17002DF03754AB66,482,3,BV-0003,3.5,EUR
DAA57221A8E4645C17002DF03754AB66,482,6,ML-0017,11,EUR
E9A57221A8E4645C17002DF03754AB66,486,1,BV-0003,3.5,EUR
FFA57221A8E4645C17002DF03754AB66,490,2,BV-0008,3.5,EUR
06A67221A8E4645C17002DF03754AB66,493,1,BV-0005,3.5,EUR
09A67221A8E4645C17002DF03754AB66,493,3,BV-0005,3.5,EUR
14A67221A8E4645C17002DF03754AB66,494,4,ML-0017,11,EUR
19A67221A8E4645C17002DF03754AB66,494,6,BV-0003,3.5,EUR
36A67221A8E4645C17002DF03754AB66,500,3,BV-0003,3.5,EUR
46A67221A8E4645C17002DF03754AB66,502,1,BV-0006,3.5,EUR
66A67221A8E4645C17002DF03754AB66,509,1,BV-0004,3.5,EUR
7FA67221A8E4645C17002DF03754AB66,516,1,BV-0005,3.5,EUR
A5A67221A8E4645C17002DF03754AB66,524,1,BV-0008,3.5,EUR
A8A67221A8E4645C17002DF03754AB66,526,1,BV-0007,3.5,EUR
AAA67221A8E4645C17002DF03754AB66,527,1,BV-0007,3.5,EUR
DAA67221A8E4645C17002DF03754AB66,535,2,BV-0008,3.5,EUR
E0A67221A8E4645C17002DF03754AB66,536,1,BV-0008,3.5,EUR
E8A67221A8E4645C17002DF03754AB66,537,2,BV-0004,3.5,EUR
E9A67221A8E4645C17002DF03754AB66,537,3,BV-0004,3.5,EUR
23A77221A8E4645C17002DF03754AB66,550,2,BV-0006,3.5,EUR
32A77221A8E4645C17002DF03754AB66,551,6,BV-0007,3.5,EUR
38A77221A8E4645C17002DF03754AB66,552,4,BV-0005,3.5,EUR
3AA77221A8E4645C17002DF03754AB66,553,1,BV-0005,3.5,EUR
6EA77221A8E4645C17002DF03754AB66,561,4,BV-0006,3.5,EUR
9CA77221A8E4645C17002DF03754AB66,565,6,BV-0007,3.5,EUR
A5A77221A8E4645C17002DF03754AB66,567,1,BV-0003,3.5,EUR
A8A77221A8E4645C17002DF03754AB66,567,2,BV-0003,3.5,EUR
A9A77221A8E4645C17002DF03754AB66,567,3,BV-0005,3.5,EUR
BBA77221A8E4645C17002DF03754AB66,568,5,ML-0017,11,EUR
DAA77221A8E4645C17002DF03754AB66,573,1,BV-0003,3.5,EUR
E9A77221A8E4645C17002DF03754AB66,575,2,BV-0006,3.5,EUR
FFA77221A8E4645C17002DF03754AB66,579,1,BV-0003,3.5,EUR
04A87221A8E4645C17002DF03754AB66,580,2,BV-0004,3.5,EUR
1EA87221A8E4645C17002DF03754AB66,584,1,BV-0004,3.5,EUR
26A87221A8E4645C17002DF03754AB66,585,2,BV-0005,3.5,EUR
4BA87221A8E4645C17002DF03754AB66,592,4,BV-0008,3.5,EUR
61A87221A8E4645C17002DF03754AB66,595,3,BV-0005,3.5,EUR
7EA87221A8E4645C17002DF03754AB66,599,3,BV-0007,3.5,EUR
80A87221A8E4645C17002DF03754AB66,599,4,BV-0008,3.5,EUR
CBA87221A8E4645C17002DF03754AB66,629,1,BV-0007,3.5,EUR
CEA87221A8E4645C17002DF03754AB66,629,2,BV-0006,3.5,EUR
D0A87221A8E4645C17002DF03754AB66,629,3,BV-0008,3.5,EUR
E8A87221A8E4645C17002DF03754AB66,637,2,BV-0004,3.5,EUR
12A97221A8E4645C17002DF03754AB66,649,1,BV-0003,3.5,EUR
16A97221A8E4645C17002DF03754AB66,650,1,BV-0006,3.5,EUR
24A97221A8E4645C17002DF03754AB66,654,2,BV-0005,3.5,EUR
43A97221A8E4645C17002DF03754AB66,662,2,BV-0006,3.5,EUR
4CA97221A8E4645C17002DF03754AB66,666,1,BV-0008,3.5,EUR
5CA97221A8E4645C17002DF03754AB66,669,1,BV-0006,3.5,EUR
67A97221A8E4645C17002DF03754AB66,673,1,BV-0005,3.5,EUR
6DA97221A8E4645C17002DF03754AB66,675,1,BV-0005,3.5,EUR
78A97221A8E4645C17002DF03754AB66,678,2,BV-0004,3.5,EUR
7CA97221A8E4645C17002DF03754AB66,679,1,BV-0006,3.5,EUR
8DA97221A8E4645C17002DF03754AB66,682,1,BV-0008,3.5,EUR
B0A97221A8E4645C17002DF03754AB66,691,2,BV-0004,3.5,EUR
EBA97221A8E4645C17002DF03754AB66,706,1,BV-0004,3.5,EUR
FAA97221A8E4645C17002DF03754AB66,711,2,ML-0017,11,EUR
01AA7221A8E4645C17002DF03754AB66,712,2,BV-0003,3.5,EUR
08AA7221A8E4645C17002DF03754AB66,714,2,BV-0003,3.5,EUR
35AA7221A8E4645C17002DF03754AB66,725,1,BV-0003,3.5,EUR
44AA7221A8E4645C17002DF03754AB66,730,2,BV-0004,3.5,EUR
69AA7221A8E4645C17002DF03754AB66,740,1,BV-0003,3.5,EUR
74AA7221A8E4645C17002DF03754AB66,745,2,BV-0003,3.5,EUR
7BAA7221A8E4645C17002DF03754AB66,747,2,BV-0005,3.5,EUR
80AA7221A8E4645C17002DF03754AB66,748,1,BV-0007,3.5,EUR
A8AA7221A8E4645C17002DF03754AB66,765,1,BV-0008,3.5,EUR
B2AA7221A8E4645C17002DF03754AB66,768,2,BV-0003,3.5,EUR
C7AA7221A8E4645C17002DF03754AB66,773,1,BV-0007,3.5,EUR
C9AA7221A8E4645C17002DF03754AB66,774,2,BV-0006,3.5,EUR
F3AA7221A8E4645C17002DF03754AB66,784,2,BV-0007,3.5,EUR
15AB7221A8E4645C17002DF03754AB66,794,1,BV-0003,3.5,EUR
1DAB7221A8E4645C17002DF03754AB66,796,1,BV-0006,3.5,EUR
22AB7221A8E4645C17002DF03754AB66,797,1,BV-0003,3.5,EUR
25AB7221A8E4645C17002DF03754AB66,798,1,BV-0004,3.5,EUR
27AB7221A8E4645C17002DF03754AB66,798,2,BV-0007,3.5,EUR
2CAB7221A8E4645C17002DF03754AB66,800,1,BV-0005,3.5,EUR
31AB7221A8E4645C17002DF03754AB66,801,1,BV-0006,3.5,EUR
38AB7221A8E4645C17002DF03754AB66,805,1,BV-0004,3.5,EUR
41AB7221A8E4645C17002DF03754AB66,809,2,BV-0006,3.5,EUR
43AB7221A8E4645C17002DF03754AB66,810,1,BV-0008,3.5,EUR
4BAB7221A8E4645C17002DF03754AB66,813,1,BV-0006,3.5,EUR
50AB7221A8E4645C17002DF03754AB66,814,1,BV-0006,3.5,EUR
67AB7221A8E4645C17002DF03754AB66,823,2,ML-0017,11,EUR
71AB7221A8E4645C17002DF03754AB66,826,2,BV-0004,3.5,EUR
7CAB7221A8E4645C17002DF03754AB66,830,1,BV-0006,3.5,EUR
87AB7221A8E4645C17002DF03754AB66,833,1,BV-0006,3.5,EUR
8AAB7221A8E4645C17002DF03754AB66,833,2,BV-0008,3.5,EUR
98AB7221A8E4645C17002DF03754AB66,836,1,BV-0005,3.5,EUR
B1AB7221A8E4645C17002DF03754AB66,843,1,BV-0006,3.5,EUR
C1AB7221A8E4645C17002DF03754AB66,849,1,BV-0003,3.5,EUR
C5AB7221A8E4645C17002DF03754AB66,850,1,BV-0007,3.5,EUR
D4AB7221A8E4645C17002DF03754AB66,855,1,BV-0008,3.5,EUR
E8AB7221A8E4645C17002DF03754AB66,859,3,BV-0007,3.5,EUR
EDAB7221A8E4645C17002DF03754AB66,860,2,BV-0004,3.5,EUR
00AC7221A8E4645C17002DF03754AB66,865,1,BV-0006,3.5,EUR
21AC7221A8E4645C17002DF03754AB66,877,2,BV-0007,3.5,EUR
45AC7221A8E4645C17002DF03754AB66,888,2,BV-0007,3.5,EUR
48AC7221A8E4645C17002DF03754AB66,889,2,BV-0007,3.5,EUR
49AC7221A8E4645C17002DF03754AB66,890,2,BV-0004,3.5,EUR
8BAC7221A8E4645C17002DF03754AB66,903,2,BV-0007,3.5,EUR
A0AC7221A8E4645C17002DF03754AB66,910,2,BV-0004,3.5,EUR
AEAC7221A8E4645C17002DF03754AB66,913,3,BV-0008,3.5,EUR
B1AC7221A8E4645C17002DF03754AB66,914,1,BV-0004,3.5,EUR
B6AC7221A8E4645C17002DF03754AB66,917,2,BV-0004,3.5,EUR
DDAC7221A8E4645C17002DF03754AB66,930,2,BV-0005,3.5,EUR
FEAC7221A8E4645C17002DF03754AB66,939,1,BV-0007,3.5,EUR
0EAD7221A8E4645C17002DF03754AB66,942,2,BV-0004,3.5,EUR
21AD7221A8E4645C17002DF03754AB66,948,1,BV-0005,3.5,EUR
2CAD7221A8E4645C17002DF03754AB66,952,1,BV-0006,3.5,EUR
31AD7221A8E4645C17002DF03754AB66,954,2,BV-0007,3.5,EUR
36AD7221A8E4645C17002DF03754AB66,957,2,BV-0008,3.5,EUR
44AD7221A8E4645C17002DF03754AB66,961,2,BV-0008,3.5,EUR
50AD7221A8E4645C17002DF03754AB66,966,2,BV-0005,3.5,EUR
57AD7221A8E4645C17002DF03754AB66,967,2,BV-0005,3.5,EUR
64AD7221A8E4645C17002DF03754AB66,970,2,BV-0008,3.5,EUR
75AD7221A8E4645C17002DF03754AB66,973,1,BV-0007,3.5,EUR
89AD7221A8E4645C17002DF03754AB66,978,1,BV-0003,3.5,EUR
90AD7221A8E4645C17002DF03754AB66,981,2,BV-0003,3.5,EUR
B1AD7221A8E4645C17002DF03754AB66,989,3,BV-0005,3.5,EUR
DAAD7221A8E4645C17002DF03754AB66,1000,2,BV-0004,3.5,EUR
DDAD7221A8E4645C17002DF03754AB66,1000,3,BV-0005,3.5,EUR
0FAE7221A8E4645C17002DF03754AB66,1018,1,BV-0003,3.5,EUR
38AE7221A8E4645C17002DF03754AB66,1030,2,BV-0004,3.5,EUR
5BAE7221A8E4645C17002DF03754AB66,1044,2,BV-0006,3.5,EUR
7FAE7221A8E4645C17002DF03754AB66,1060,1,BV-0004,3.5,EUR
A6AE7221A8E4645C17002DF03754AB66,1076,1,BV-0006,3.5,EUR
A7AE7221A8E4645C17002DF03754AB66,1076,2,BV-0004,3.5,EUR
C3AE7221A8E4645C17002DF03754AB66,1084,2,BV-0004,3.5,EUR
D4AE7221A8E4645C17002DF03754AB66,1092,1,BV-0003,3.5,EUR
D5AE7221A8E4645C17002DF03754AB66,1092,2,BV-0004,3.5,EUR
D7AE7221A8E4645C17002DF03754AB66,1093,2,BV-0005,3.5,EUR
D9AE7221A8E4645C17002DF03754AB66,1094,2,BV-0004,3.5,EUR
DAAE7221A8E4645C17002DF03754AB66,1095,1,BV-0007,3.5,EUR
DDAE7221A8E4645C17002DF03754AB66,1095,2,BV-0006,3.5,EUR
E5AE7221A8E4645C17002DF03754AB66,1100,1,BV-0006,3.5,EUR
EFAE7221A8E4645C17002DF03754AB66,1102,1,BV-0007,3.5,EUR
F1AE7221A8E4645C17002DF03754AB66,1102,2,BV-0004,3.5,EUR
06AF7221A8E4645C17002DF03754AB66,1109,1,BV-0004,3.5,EUR
0AAF7221A8E4645C17002DF03754AB66,1110,2,BV-0003,3.5,EUR
0CAF7221A8E4645C17002DF03754AB66,1111,2,BV-0005,3.5,EUR
16AF7221A8E4645C17002DF03754AB66,1113,2,BV-0004,3.5,EUR
3DAF7221A8E4645C17002DF03754AB66,1126,2,BV-0005,3.5,EUR
48AF7221A8E4645C17002DF03754AB66,1129,2,BV-0005,3.5,EUR
6AAF7221A8E4645C17002DF03754AB66,1140,1,BV-0007,3.5,EUR
B1AF7221A8E4645C17002DF03754AB66,1161,3,BV-0008,3.5,EUR
BEAF7221A8E4645C17002DF03754AB66,1165,1,BV-0007,3.5,EUR
FFAF7221A8E4645C17002DF03754AB66,1183,3,BV-0007,3.5,EUR
00B07221A8E4645C17002DF03754AB66,1184,1,BV-0007,3.5,EUR
05B07221A8E4645C17002DF03754AB66,1185,2,BV-0008,3.5,EUR
06B07221A8E4645C17002DF03754AB66,1185,3,BV-0004,3.5,EUR
16B07221A8E4645C17002DF03754AB66,1190,1,BV-0008,3.5,EUR
33B07221A8E4645C17002DF03754AB66,1198,1,BV-0005,3.5,EUR
37B07221A8E4645C17002DF03754AB66,1199,1,BV-0003,3.5,EUR
4EB07221A8E4645C17002DF03754AB66,1203,2,BV-0004,3.5,EUR
